seed,time_s,phase,sample_reason,pump_valve_open,stopcock_open,pump_stroke_count,gas_pressure_kpa,pressure_delta_kpa,gas_temperature_k,wall_temperature_k,gas_amount_ratio,display_pressure_mv,display_temperature_mv,release_open_duration_s
heat-trace-standard-realistic-01,588.08,recovery,periodic,false,false,18,102.82053441,1.52037634,298.1311572,298.13320906,1.015074363,30.12,1498.63,0
heat-trace-standard-realistic-01,589.08,recovery,periodic,false,false,18,102.82041615,1.52025302,298.13125838,298.13335104,1.015072851,30.15,1498.57,0
heat-trace-standard-realistic-01,590.08,recovery,periodic,false,false,18,102.8202986,1.52012859,298.13136162,298.13349617,1.015071339,30.11,1498.63,0
heat-trace-standard-realistic-01,591.08,recovery,periodic,false,false,18,102.82018178,1.52000287,298.13146695,298.13364429,1.015069827,30.11,1498.63,0
heat-trace-standard-realistic-01,592.08,recovery,periodic,false,false,18,102.82006572,1.51987566,298.13157441,298.13379526,1.015068316,30.1,1498.63,0
heat-trace-standard-realistic-01,593.08,recovery,periodic,false,false,18,102.81995042,1.51974681,298.13168405,298.13394891,1.015066804,30.11,1498.63,0
heat-trace-standard-realistic-01,594.08,recovery,periodic,false,false,18,102.81983588,1.51961616,298.13179587,298.13410508,1.015065293,30.13,1498.58,0
heat-trace-standard-realistic-01,595.08,recovery,periodic,false,false,18,102.81972212,1.51948359,298.13190989,298.1342636,1.015063781,30.1,1498.64,0
heat-trace-standard-realistic-01,596.08,recovery,periodic,false,false,18,102.81960914,1.51934899,298.13202612,298.13442428,1.01506227,30.1,1498.64,0
heat-trace-standard-realistic-01,597.08,recovery,periodic,false,false,18,102.81949692,1.51921226,298.13214455,298.13458695,1.015060759,30.09,1498.64,0
heat-trace-standard-realistic-01,598.08,recovery,periodic,false,false,18,102.81938547,1.51907336,298.13226516,298.13475142,1.015059248,30.09,1498.64,0
heat-trace-standard-realistic-01,599.08,recovery,periodic,false,false,18,102.81927479,1.51893222,298.13238794,298.13491752,1.015057737,30.12,1498.58,0
heat-trace-standard-realistic-01,600.08,recovery,periodic,false,false,18,102.81916485,1.51878884,298.13251284,298.13508505,1.015056227,30.08,1498.64,0
heat-trace-standard-realistic-01,601.08,recovery,periodic,false,false,18,102.81905565,1.51864322,298.13263985,298.13525383,1.015054716,30.08,1498.64,0
heat-trace-standard-realistic-01,602.08,recovery,periodic,false,false,18,102.81894717,1.51849539,298.1327689,298.13542367,1.015053206,30.07,1498.64,0
heat-trace-standard-realistic-01,603.08,recovery,periodic,false,false,18,102.8188394,1.5183454,298.13289996,298.1355944,1.015051696,30.08,1498.64,0
heat-trace-standard-realistic-01,604.08,recovery,periodic,false,false,18,102.81873231,1.51819332,298.13303295,298.13576584,1.015050186,30.1,1498.58,0
heat-trace-standard-realistic-01,605.08,recovery,periodic,false,false,18,102.81862588,1.51803927,298.13316782,298.1359378,1.015048676,30.07,1498.64,0
heat-trace-standard-realistic-01,606.08,recovery,periodic,false,false,18,102.8185201,1.51788336,298.1333045,298.13611012,1.015047166,30.07,1498.64,0
heat-trace-standard-realistic-01,607.08,recovery,periodic,false,false,18,102.81841492,1.51772574,298.13344292,298.13628264,1.015045657,30.06,1498.64,0
heat-trace-standard-realistic-01,608.08,recovery,periodic,false,false,18,102.81831034,1.51756657,298.13358299,298.13645519,1.015044147,30.06,1498.64,0
heat-trace-standard-realistic-01,608.88,stable-after-release,record-u2,false,false,18,102.81822708,1.51743825,298.13369618,298.13659314,1.01504294,30.06,1498.64,0
