seed,time_s,phase,sample_reason,pump_valve_open,stopcock_open,pump_stroke_count,gas_pressure_kpa,pressure_delta_kpa,gas_temperature_k,wall_temperature_k,gas_amount_ratio,display_pressure_mv,display_temperature_mv,release_open_duration_s
heat-trace-standard-realistic-01,401.08,recovery,periodic,false,false,18,102.81430112,1.51283484,298.02980819,298.06720194,1.015357995,29.96,1498.12,0
heat-trace-standard-realistic-01,402.08,recovery,periodic,false,false,18,102.81480177,1.51327383,298.03170116,298.06793963,1.01535649,29.96,1498.13,0
heat-trace-standard-realistic-01,403.08,recovery,periodic,false,false,18,102.81528194,1.51369501,298.03353487,298.06867821,1.015354985,29.98,1498.14,0
heat-trace-standard-realistic-01,404.08,recovery,periodic,false,false,18,102.81574271,1.51409979,298.03531248,298.06941749,1.015353479,30.02,1498.09,0
heat-trace-standard-realistic-01,405.08,recovery,periodic,false,false,18,102.8161851,1.51448946,298.03703691,298.07015728,1.015351973,29.99,1498.15,0
heat-trace-standard-realistic-01,406.08,recovery,periodic,false,false,18,102.81661007,1.51486526,298.03871098,298.07089738,1.015350467,30,1498.16,0
heat-trace-standard-realistic-01,407.08,recovery,periodic,false,false,18,102.81701853,1.51522836,298.04033729,298.07163759,1.01534896,30,1498.17,0
heat-trace-standard-realistic-01,408.08,recovery,periodic,false,false,18,102.81741133,1.51557985,298.04191833,298.0723777,1.015347453,30.02,1498.18,0
heat-trace-standard-realistic-01,409.08,recovery,periodic,false,false,18,102.81778928,1.51592073,298.04345644,298.07311748,1.015345945,30.05,1498.13,0
heat-trace-standard-realistic-01,410.08,recovery,periodic,false,false,18,102.81815315,1.51625197,298.04495381,298.07385672,1.015344437,30.03,1498.2,0
heat-trace-standard-realistic-01,411.08,recovery,periodic,false,false,18,102.81850364,1.51657444,298.04641251,298.07459519,1.015342929,30.04,1498.2,0
heat-trace-standard-realistic-01,412.08,recovery,periodic,false,false,18,102.81884143,1.51688896,298.0478345,298.07533265,1.015341421,30.04,1498.21,0
heat-trace-standard-realistic-01,413.08,recovery,periodic,false,false,18,102.81916716,1.51719628,298.04922161,298.07606887,1.015339912,30.05,1498.22,0
heat-trace-standard-realistic-01,414.08,recovery,periodic,false,false,18,102.81948142,1.51749707,298.05057557,298.07680361,1.015338403,30.09,1498.16,0
heat-trace-standard-realistic-01,415.08,recovery,periodic,false,false,18,102.81978478,1.51779197,298.05189801,298.07753663,1.015336893,30.06,1498.23,0
heat-trace-standard-realistic-01,416.08,recovery,periodic,false,false,18,102.82007775,1.51808152,298.05319045,298.07826768,1.015335384,30.07,1498.24,0
heat-trace-standard-realistic-01,417.08,recovery,periodic,false,false,18,102.82036084,1.51836623,298.05445433,298.07899652,1.015333874,30.07,1498.24,0
heat-trace-standard-realistic-01,418.08,recovery,periodic,false,false,18,102.82063452,1.51864653,298.055691,298.07972291,1.015332363,30.08,1498.25,0
heat-trace-standard-realistic-01,419.08,recovery,periodic,false,false,18,102.82089921,1.5189228,298.05690172,298.0804466,1.015330853,30.12,1498.2,0
heat-trace-standard-realistic-01,420.08,recovery,periodic,false,false,18,102.82115534,1.51919539,298.05808767,298.08116735,1.015329342,30.09,1498.26,0
heat-trace-standard-realistic-01,421.08,recovery,periodic,false,false,18,102.82140327,1.51946455,298.05924997,298.08188491,1.015327831,30.1,1498.27,0
heat-trace-standard-realistic-01,422.08,recovery,periodic,false,false,18,102.82164338,1.51973052,298.06038967,298.08259905,1.01532632,30.1,1498.27,0
heat-trace-standard-realistic-01,423.08,recovery,periodic,false,false,18,102.821876,1.51999347,298.06150774,298.08330954,1.015324808,30.11,1498.28,0
heat-trace-standard-realistic-01,424.08,recovery,periodic,false,false,18,102.82210144,1.52025353,298.06260509,298.08401614,1.015323296,30.15,1498.23,0
heat-trace-standard-realistic-01,425.08,recovery,periodic,false,false,18,102.82232001,1.52051079,298.06368257,298.08471863,1.015321784,30.12,1498.29,0
heat-trace-standard-realistic-01,426.08,recovery,periodic,false,false,18,102.82253197,1.5207653,298.064741,298.08541679,1.015320272,30.12,1498.3,0
heat-trace-standard-realistic-01,427.08,recovery,periodic,false,false,18,102.82273759,1.52101706,298.06578111,298.08611041,1.015318759,30.12,1498.3,0
heat-trace-standard-realistic-01,428.08,recovery,periodic,false,false,18,102.82293711,1.52126606,298.0668036,298.08679929,1.015317246,30.13,1498.31,0
heat-trace-standard-realistic-01,429.08,recovery,periodic,false,false,18,102.82313074,1.52151223,298.06780914,298.08748323,1.015315733,30.17,1498.25,0
heat-trace-standard-realistic-01,430.08,recovery,periodic,false,false,18,102.82331871,1.52175548,298.06879831,298.08816205,1.01531422,30.14,1498.32,0
heat-trace-standard-realistic-01,431.08,recovery,periodic,false,false,18,102.82350121,1.5219957,298.0697717,298.08883556,1.015312706,30.15,1498.32,0
heat-trace-standard-realistic-01,432.08,recovery,periodic,false,false,18,102.82367842,1.52223276,298.07072984,298.08950359,1.015311192,30.15,1498.33,0
heat-trace-standard-realistic-01,433.08,recovery,periodic,false,false,18,102.82385051,1.5224665,298.07167321,298.090166,1.015309678,30.16,1498.33,0
heat-trace-standard-realistic-01,434.08,recovery,periodic,false,false,18,102.82401765,1.52269674,298.07260229,298.09082264,1.015308164,30.2,1498.28,0
heat-trace-standard-realistic-01,435.08,recovery,periodic,false,false,18,102.82417998,1.52292331,298.0735175,298.09147336,1.015306649,30.17,1498.34,0
heat-trace-standard-realistic-01,436.08,recovery,periodic,false,false,18,102.82433764,1.52314599,298.07441924,298.09211806,1.015305135,30.17,1498.34,0
heat-trace-standard-realistic-01,437.08,recovery,periodic,false,false,18,102.82449076,1.52336459,298.07530789,298.09275661,1.01530362,30.17,1498.35,0
heat-trace-standard-realistic-01,438.08,recovery,periodic,false,false,18,102.82463947,1.5235789,298.07618381,298.09338892,1.015302104,30.18,1498.35,0
heat-trace-standard-realistic-01,439.08,recovery,periodic,false,false,18,102.82478387,1.5237887,298.07704732,298.0940149,1.015300589,30.22,1498.3,0
heat-trace-standard-realistic-01,440.08,recovery,periodic,false,false,18,102.82492408,1.52399379,298.07789873,298.09463448,1.015299073,30.19,1498.36,0
heat-trace-standard-realistic-01,441.08,recovery,periodic,false,false,18,102.82506019,1.52419395,298.07873833,298.09524759,1.015297557,30.2,1498.37,0
heat-trace-standard-realistic-01,442.08,recovery,periodic,false,false,18,102.8251923,1.524389,298.07956638,298.0958542,1.015296041,30.19,1498.37,0
heat-trace-standard-realistic-01,443.08,recovery,periodic,false,false,18,102.82532049,1.52457873,298.08038316,298.09645426,1.015294525,30.2,1498.37,0
heat-trace-standard-realistic-01,444.08,recovery,periodic,false,false,18,102.82544486,1.52476297,298.08118888,298.09704776,1.015293009,30.24,1498.32,0
heat-trace-standard-realistic-01,445.08,recovery,periodic,false,false,18,102.82556547,1.52494155,298.0819838,298.09763467,1.015291492,30.21,1498.38,0
heat-trace-standard-realistic-01,446.08,recovery,periodic,false,false,18,102.82568241,1.52511432,298.08276811,298.09821501,1.015289975,30.21,1498.39,0
heat-trace-standard-realistic-01,447.08,recovery,periodic,false,false,18,102.82579575,1.52528115,298.08354203,298.09878878,1.015288459,30.21,1498.39,0
heat-trace-standard-realistic-01,448.08,recovery,periodic,false,false,18,102.82590555,1.52544193,298.08430575,298.09935601,1.015286941,30.22,1498.39,0
heat-trace-standard-realistic-01,449.08,recovery,periodic,false,false,18,102.82601188,1.52559656,298.08505946,298.09991673,1.015285424,30.26,1498.34,0
heat-trace-standard-realistic-01,450.08,recovery,periodic,false,false,18,102.82611481,1.52574498,298.08580334,298.100471,1.015283907,30.23,1498.4,0
heat-trace-standard-realistic-01,451.08,recovery,periodic,false,false,18,102.82621438,1.52588713,298.08653756,298.10101886,1.015282389,30.23,1498.41,0
heat-trace-standard-realistic-01,452.08,recovery,periodic,false,false,18,102.82631067,1.526023,298.08726229,298.10156038,1.015280871,30.23,1498.41,0
heat-trace-standard-realistic-01,453.08,recovery,periodic,false,false,18,102.82640373,1.52615258,298.08797769,298.10209565,1.015279354,30.24,1498.41,0
heat-trace-standard-realistic-01,454.08,recovery,periodic,false,false,18,102.82649361,1.5262759,298.08868392,298.10262473,1.015277836,30.27,1498.36,0
heat-trace-standard-realistic-01,455.08,recovery,periodic,false,false,18,102.82658036,1.52639302,298.08938113,298.10314772,1.015276318,30.24,1498.42,0
heat-trace-standard-realistic-01,456.08,recovery,periodic,false,false,18,102.82666405,1.526504,298.09006948,298.10366471,1.015274799,30.24,1498.42,0
heat-trace-standard-realistic-01,457.08,recovery,periodic,false,false,18,102.82674472,1.52660896,298.09074912,298.10417582,1.015273281,30.24,1498.43,0
heat-trace-standard-realistic-01,458.08,recovery,periodic,false,false,18,102.82682242,1.52670802,298.09142019,298.10468114,1.015271763,30.25,1498.43,0
heat-trace-standard-realistic-01,459.08,recovery,periodic,false,false,18,102.8268972,1.52680133,298.09208283,298.1051808,1.015270244,30.28,1498.37,0
heat-trace-standard-realistic-01,460.08,recovery,periodic,false,false,18,102.82696912,1.52688906,298.09273719,298.1056749,1.015268726,30.25,1498.44,0
heat-trace-standard-realistic-01,461.08,recovery,periodic,false,false,18,102.82703822,1.52697141,298.09338341,298.10616358,1.015267207,30.25,1498.44,0
heat-trace-standard-realistic-01,462.08,recovery,periodic,false,false,18,102.82710455,1.5270486,298.09402163,298.10664694,1.015265688,30.25,1498.44,0
heat-trace-standard-realistic-01,463.08,recovery,periodic,false,false,18,102.82716817,1.52712086,298.094652,298.10712511,1.015264169,30.26,1498.45,0
heat-trace-standard-realistic-01,464.08,recovery,periodic,false,false,18,102.82722911,1.52718845,298.09527464,298.10759822,1.01526265,30.29,1498.39,0
heat-trace-standard-realistic-01,465.08,recovery,periodic,false,false,18,102.82728743,1.52725164,298.09588969,298.10806639,1.015261131,30.26,1498.45,0
heat-trace-standard-realistic-01,466.08,recovery,periodic,false,false,18,102.82734317,1.52731072,298.0964973,298.10852974,1.015259612,30.26,1498.46,0
heat-trace-standard-realistic-01,467.08,recovery,periodic,false,false,18,102.82739639,1.52736597,298.0970976,298.10898839,1.015258093,30.26,1498.46,0
heat-trace-standard-realistic-01,468.08,recovery,periodic,false,false,18,102.82744712,1.52741771,298.09769073,298.10944246,1.015256574,30.26,1498.46,0
heat-trace-standard-realistic-01,469.08,recovery,periodic,false,false,18,102.82749542,1.52746626,298.09827681,298.10989206,1.015255055,30.3,1498.41,0
heat-trace-standard-realistic-01,470.08,recovery,periodic,false,false,18,102.82754133,1.52751193,298.09885598,298.11033729,1.015253536,30.26,1498.47,0
heat-trace-standard-realistic-01,471.08,recovery,periodic,false,false,18,102.8275849,1.52755506,298.09942838,298.11077827,1.015252016,30.27,1498.47,0
heat-trace-standard-realistic-01,472.08,recovery,periodic,false,false,18,102.82762617,1.52759596,298.09999413,298.11121509,1.015250497,30.26,1498.47,0
heat-trace-standard-realistic-01,473.08,recovery,periodic,false,false,18,102.82766518,1.52763497,298.10055336,298.11164785,1.015248978,30.27,1498.48,0
heat-trace-standard-realistic-01,474.08,recovery,periodic,false,false,18,102.82770199,1.5276724,298.10110619,298.11207661,1.015247458,30.3,1498.42,0
heat-trace-standard-realistic-01,475.08,recovery,periodic,false,false,18,102.82773663,1.52770858,298.10165275,298.11250148,1.015245939,30.27,1498.48,0
heat-trace-standard-realistic-01,476.08,recovery,periodic,false,false,18,102.82776914,1.5277438,298.10219317,298.1129225,1.015244419,30.27,1498.49,0
heat-trace-standard-realistic-01,477.08,recovery,periodic,false,false,18,102.82779957,1.52777838,298.10272755,298.11333975,1.0152429,30.27,1498.49,0
heat-trace-standard-realistic-01,478.08,recovery,periodic,false,false,18,102.82782795,1.52781258,298.10325601,298.11375327,1.01524138,30.27,1498.49,0
heat-trace-standard-realistic-01,479.08,recovery,periodic,false,false,18,102.82785433,1.52784669,298.10377867,298.1141631,1.015239861,30.3,1498.43,0
heat-trace-standard-realistic-01,480.08,recovery,periodic,false,false,18,102.82787874,1.52788096,298.10429563,298.11456929,1.015238341,30.27,1498.5,0
heat-trace-standard-realistic-01,481.08,recovery,periodic,false,false,18,102.82790121,1.52791562,298.104807,298.11497184,1.015236822,30.27,1498.5,0
heat-trace-standard-realistic-01,482.08,recovery,periodic,false,false,18,102.82792178,1.52795088,298.10531287,298.11537077,1.015235302,30.27,1498.5,0
heat-trace-standard-realistic-01,483.08,recovery,periodic,false,false,18,102.82794049,1.52798695,298.10581334,298.11576609,1.015233782,30.27,1498.5,0
heat-trace-standard-realistic-01,484.08,recovery,periodic,false,false,18,102.82795736,1.52802398,298.1063085,298.11615778,1.015232262,30.31,1498.45,0
heat-trace-standard-realistic-01,485.08,recovery,periodic,false,false,18,102.82797243,1.52806213,298.10679844,298.11654583,1.015230743,30.28,1498.51,0
heat-trace-standard-realistic-01,486.08,recovery,periodic,false,false,18,102.82798571,1.5281015,298.10728322,298.11693021,1.015229223,30.28,1498.51,0
heat-trace-standard-realistic-01,487.08,recovery,periodic,false,false,18,102.82799724,1.5281422,298.10776294,298.11731087,1.015227703,30.27,1498.51,0
heat-trace-standard-realistic-01,488.08,recovery,periodic,false,false,18,102.82800704,1.52818429,298.10823764,298.11768777,1.015226183,30.28,1498.52,0
heat-trace-standard-realistic-01,489.08,recovery,periodic,false,false,18,102.82801512,1.52822779,298.1087074,298.11806086,1.015224663,30.31,1498.46,0
heat-trace-standard-realistic-01,490.08,recovery,periodic,false,false,18,102.82802152,1.52827273,298.10917227,298.11843005,1.015223143,30.28,1498.52,0
heat-trace-standard-realistic-01,491.08,recovery,periodic,false,false,18,102.82802624,1.52831907,298.1096323,298.11879528,1.015221623,30.28,1498.52,0
heat-trace-standard-realistic-01,492.08,recovery,periodic,false,false,18,102.8280293,1.52836676,298.11008753,298.11915646,1.015220103,30.28,1498.52,0
heat-trace-standard-realistic-01,493.08,recovery,periodic,false,false,18,102.82803071,1.52841573,298.110538,298.1195135,1.015218583,30.28,1498.53,0
heat-trace-standard-realistic-01,494.08,recovery,periodic,false,false,18,102.82803048,1.52846587,298.11098374,298.11986629,1.015217063,30.32,1498.47,0
heat-trace-standard-realistic-01,495.08,recovery,periodic,false,false,18,102.82802863,1.52851703,298.11142476,298.12021472,1.015215542,30.29,1498.53,0
heat-trace-standard-realistic-01,496.08,recovery,periodic,false,false,18,102.82802514,1.52856907,298.11186109,298.12055869,1.015214022,30.29,1498.53,0
heat-trace-standard-realistic-01,497.08,recovery,periodic,false,false,18,102.82802004,1.52862179,298.11229274,298.12089807,1.015212502,30.28,1498.54,0
heat-trace-standard-realistic-01,498.08,recovery,periodic,false,false,18,102.82801331,1.52867498,298.1127197,298.12123273,1.015210981,30.29,1498.54,0
heat-trace-standard-realistic-01,499.08,recovery,periodic,false,false,18,102.82800497,1.52872841,298.11314198,298.12156255,1.015209461,30.32,1498.48,0
heat-trace-standard-realistic-01,500.08,recovery,periodic,false,false,18,102.82799499,1.52878181,298.11355955,298.12188739,1.01520794,30.29,1498.54,0
heat-trace-standard-realistic-01,501.08,recovery,periodic,false,false,18,102.82798339,1.52883492,298.11397242,298.12220711,1.01520642,30.29,1498.54,0
heat-trace-standard-realistic-01,502.08,recovery,periodic,false,false,18,102.82797014,1.52888744,298.11438055,298.12252159,1.015204899,30.29,1498.55,0
heat-trace-standard-realistic-01,503.08,recovery,periodic,false,false,18,102.82795525,1.52893906,298.11478392,298.12283067,1.015203378,30.29,1498.55,0
heat-trace-standard-realistic-01,504.08,recovery,periodic,false,false,18,102.8279387,1.52898946,298.11518249,298.12313422,1.015201858,30.33,1498.49,0
heat-trace-standard-realistic-01,505.08,recovery,periodic,false,false,18,102.82792047,1.5290383,298.11557623,298.12343211,1.015200337,30.3,1498.55,0
heat-trace-standard-realistic-01,506.08,recovery,periodic,false,false,18,102.82790056,1.52908524,298.11596509,298.12372419,1.015198816,30.3,1498.55,0
heat-trace-standard-realistic-01,507.08,recovery,periodic,false,false,18,102.82787894,1.52912992,298.11634903,298.12401034,1.015197295,30.29,1498.56,0
heat-trace-standard-realistic-01,508.08,recovery,periodic,false,false,18,102.8278556,1.529172,298.11672798,298.12429041,1.015195774,30.3,1498.56,0
heat-trace-standard-realistic-01,509.08,recovery,periodic,false,false,18,102.82783052,1.52921112,298.11710191,298.12456429,1.015194253,30.33,1498.5,0
heat-trace-standard-realistic-01,510.08,recovery,periodic,false,false,18,102.82780368,1.52924691,298.11747074,298.12483186,1.015192732,30.3,1498.56,0
heat-trace-standard-realistic-01,511.08,recovery,periodic,false,false,18,102.82777505,1.52927903,298.11783442,298.125093,1.015191211,30.3,1498.56,0
heat-trace-standard-realistic-01,512.08,recovery,periodic,false,false,18,102.82774462,1.52930713,298.11819288,298.1253476,1.01518969,30.3,1498.57,0
heat-trace-standard-realistic-01,513.08,recovery,periodic,false,false,18,102.82771237,1.52933087,298.11854605,298.12559556,1.015188169,30.3,1498.57,0
heat-trace-standard-realistic-01,514.08,recovery,periodic,false,false,18,102.82767827,1.52934991,298.11889388,298.12583679,1.015186648,30.33,1498.51,0
heat-trace-standard-realistic-01,515.08,recovery,periodic,false,false,18,102.8276423,1.52936395,298.11923628,298.12607122,1.015185127,30.3,1498.57,0
heat-trace-standard-realistic-01,516.08,recovery,periodic,false,false,18,102.82760443,1.52937267,298.1195732,298.12629876,1.015183606,30.3,1498.57,0
heat-trace-standard-realistic-01,517.08,recovery,periodic,false,false,18,102.82756464,1.52937579,298.11990455,298.12651936,1.015182085,30.3,1498.57,0
heat-trace-standard-realistic-01,518.08,recovery,periodic,false,false,18,102.82752292,1.52937306,298.12023029,298.12673297,1.015180563,30.3,1498.58,0
heat-trace-standard-realistic-01,519.08,recovery,periodic,false,false,18,102.82747923,1.52936421,298.12055033,298.12693954,1.015179042,30.33,1498.52,0
heat-trace-standard-realistic-01,520.08,recovery,periodic,false,false,18,102.82743356,1.52934903,298.12086462,298.12713906,1.015177521,30.3,1498.58,0
heat-trace-standard-realistic-01,521.08,recovery,periodic,false,false,18,102.82738588,1.52932732,298.12117309,298.12733152,1.015176,30.3,1498.58,0
heat-trace-standard-realistic-01,522.08,recovery,periodic,false,false,18,102.82733617,1.5292989,298.12147568,298.12751691,1.015174479,30.3,1498.58,0
heat-trace-standard-realistic-01,523.08,recovery,periodic,false,false,18,102.82728442,1.52926364,298.12177234,298.12769525,1.015172958,30.3,1498.58,0
heat-trace-standard-realistic-01,524.08,recovery,periodic,false,false,18,102.82723061,1.52922141,298.12206302,298.12786658,1.015171437,30.33,1498.53,0
heat-trace-standard-realistic-01,525.08,recovery,periodic,false,false,18,102.82717473,1.52917212,298.12234766,298.12803093,1.015169916,30.3,1498.59,0
heat-trace-standard-realistic-01,526.08,recovery,periodic,false,false,18,102.82711675,1.52911571,298.12262622,298.12818836,1.015168395,30.3,1498.59,0
heat-trace-standard-realistic-01,527.08,recovery,periodic,false,false,18,102.82705667,1.52905216,298.12289868,298.12833896,1.015166874,30.29,1498.59,0
heat-trace-standard-realistic-01,528.08,recovery,periodic,false,false,18,102.82699448,1.52898146,298.12316499,298.1284828,1.015165353,30.3,1498.59,0
heat-trace-standard-realistic-01,529.08,recovery,periodic,false,false,18,102.82693017,1.52890365,298.12342514,298.12862,1.015163832,30.33,1498.53,0
heat-trace-standard-realistic-01,530.08,recovery,periodic,false,false,18,102.82686373,1.52881878,298.1236791,298.12875067,1.015162312,30.29,1498.59,0
heat-trace-standard-realistic-01,531.08,recovery,periodic,false,false,18,102.82679517,1.52872696,298.12392686,298.12887494,1.015160791,30.29,1498.59,0
heat-trace-standard-realistic-01,532.08,recovery,periodic,false,false,18,102.82672447,1.5286283,298.12416842,298.12899297,1.015159271,30.28,1498.6,0
heat-trace-standard-realistic-01,533.08,recovery,periodic,false,false,18,102.82665165,1.52852294,298.12440379,298.12910492,1.01515775,30.29,1498.6,0
heat-trace-standard-realistic-01,534.08,recovery,periodic,false,false,18,102.82657671,1.52841108,298.12463297,298.12921096,1.01515623,30.32,1498.54,0
heat-trace-standard-realistic-01,535.08,recovery,periodic,false,false,18,102.82649965,1.52829291,298.124856,298.12931128,1.01515471,30.28,1498.6,0
heat-trace-standard-realistic-01,536.08,recovery,periodic,false,false,18,102.82642049,1.52816866,298.12507289,298.1294061,1.01515319,30.28,1498.6,0
heat-trace-standard-realistic-01,537.08,recovery,periodic,false,false,18,102.82633924,1.52803859,298.12528368,298.12949561,1.01515167,30.27,1498.6,0
heat-trace-standard-realistic-01,538.08,recovery,periodic,false,false,18,102.82625591,1.52790296,298.12548844,298.12958006,1.01515015,30.27,1498.6,0
heat-trace-standard-realistic-01,539.08,recovery,periodic,false,false,18,102.82617054,1.52776209,298.1256872,298.12965968,1.01514863,30.3,1498.54,0
heat-trace-standard-realistic-01,540.08,recovery,periodic,false,false,18,102.82608314,1.52761629,298.12588004,298.12973472,1.015147111,30.27,1498.6,0
heat-trace-standard-realistic-01,541.08,recovery,periodic,false,false,18,102.82599373,1.52746587,298.12606703,298.12980545,1.015145591,30.27,1498.61,0
heat-trace-standard-realistic-01,542.08,recovery,periodic,false,false,18,102.82590235,1.52731121,298.12624825,298.12987212,1.015144072,30.26,1498.61,0
heat-trace-standard-realistic-01,543.08,recovery,periodic,false,false,18,102.82580903,1.52715264,298.12642381,298.12993502,1.015142553,30.26,1498.61,0
heat-trace-standard-realistic-01,544.08,recovery,periodic,false,false,18,102.8257138,1.52699055,298.12659379,298.12999444,1.015141034,30.29,1498.55,0
heat-trace-standard-realistic-01,545.08,recovery,periodic,false,false,18,102.82561671,1.52682531,298.12675832,298.13005066,1.015139515,30.25,1498.61,0
heat-trace-standard-realistic-01,546.08,recovery,periodic,false,false,18,102.8255178,1.52665729,298.12691751,298.13010399,1.015137997,30.25,1498.61,0
heat-trace-standard-realistic-01,547.08,recovery,periodic,false,false,18,102.8254171,1.52648689,298.12707149,298.13015473,1.015136478,30.24,1498.61,0
heat-trace-standard-realistic-01,548.08,recovery,periodic,false,false,18,102.82531468,1.5263145,298.1272204,298.13020317,1.01513496,30.24,1498.61,0
heat-trace-standard-realistic-01,549.08,recovery,periodic,false,false,18,102.82521057,1.52614049,298.12736438,298.13024964,1.015133442,30.27,1498.55,0
heat-trace-standard-realistic-01,550.08,recovery,periodic,false,false,18,102.82510483,1.52596525,298.12750359,298.13029443,1.015131924,30.23,1498.61,0
heat-trace-standard-realistic-01,551.08,recovery,periodic,false,false,18,102.82499752,1.52578915,298.12763819,298.13033787,1.015130406,30.23,1498.61,0
heat-trace-standard-realistic-01,552.08,recovery,periodic,false,false,18,102.8248887,1.52561255,298.12776835,298.13038027,1.015128889,30.22,1498.61,0
heat-trace-standard-realistic-01,553.08,recovery,periodic,false,false,18,102.82477842,1.52543581,298.12789423,298.13042192,1.015127371,30.22,1498.61,0
heat-trace-standard-realistic-01,554.08,recovery,periodic,false,false,18,102.82466674,1.52525926,298.12801602,298.13046314,1.015125854,30.25,1498.56,0
heat-trace-standard-realistic-01,555.08,recovery,periodic,false,false,18,102.82455374,1.52508324,298.12813391,298.13050424,1.015124337,30.22,1498.62,0
heat-trace-standard-realistic-01,556.08,recovery,periodic,false,false,18,102.82443948,1.52490806,298.12824809,298.1305455,1.01512282,30.21,1498.62,0
heat-trace-standard-realistic-01,557.08,recovery,periodic,false,false,18,102.82432402,1.52473399,298.12835875,298.13058723,1.015121304,30.2,1498.62,0
heat-trace-standard-realistic-01,558.08,recovery,periodic,false,false,18,102.82420743,1.52456131,298.1284661,298.13062971,1.015119787,30.21,1498.62,0
heat-trace-standard-realistic-01,559.08,recovery,periodic,false,false,18,102.82408979,1.52439028,298.12857034,298.13067322,1.015118271,30.23,1498.56,0
heat-trace-standard-realistic-01,560.08,recovery,periodic,false,false,18,102.82397117,1.52422111,298.12867168,298.13071803,1.015116755,30.2,1498.62,0
heat-trace-standard-realistic-01,561.08,recovery,periodic,false,false,18,102.82385163,1.524054,298.12877032,298.13076441,1.015115239,30.2,1498.62,0
heat-trace-standard-realistic-01,562.08,recovery,periodic,false,false,18,102.82373126,1.52388913,298.12886649,298.1308126,1.015113723,30.19,1498.62,0
heat-trace-standard-realistic-01,563.08,recovery,periodic,false,false,18,102.82361012,1.52372665,298.12896039,298.13086285,1.015112207,30.19,1498.62,0
heat-trace-standard-realistic-01,564.08,recovery,periodic,false,false,18,102.82348829,1.52356669,298.12905224,298.13091539,1.015110692,30.21,1498.56,0
heat-trace-standard-realistic-01,565.08,recovery,periodic,false,false,18,102.82336585,1.52340933,298.12914225,298.13097042,1.015109177,30.18,1498.62,0
heat-trace-standard-realistic-01,566.08,recovery,periodic,false,false,18,102.82324286,1.52325465,298.12923064,298.13102817,1.015107661,30.18,1498.62,0
heat-trace-standard-realistic-01,567.08,recovery,periodic,false,false,18,102.8231194,1.5231027,298.12931763,298.13108881,1.015106146,30.17,1498.62,0
heat-trace-standard-realistic-01,568.08,recovery,periodic,false,false,18,102.82299554,1.52295348,298.12940341,298.13115253,1.015104632,30.17,1498.62,0
heat-trace-standard-realistic-01,569.08,recovery,periodic,false,false,18,102.82287136,1.522807,298.12948822,298.13121949,1.015103117,30.2,1498.56,0
heat-trace-standard-realistic-01,570.08,recovery,periodic,false,false,18,102.82274693,1.52266321,298.12957224,298.13128983,1.015101602,30.16,1498.62,0
heat-trace-standard-realistic-01,571.08,recovery,periodic,false,false,18,102.82262231,1.52252206,298.12965569,298.13136369,1.015100088,30.16,1498.62,0
heat-trace-standard-realistic-01,572.08,recovery,periodic,false,false,18,102.82249757,1.52238345,298.12973876,298.13144118,1.015098574,30.15,1498.62,0
heat-trace-standard-realistic-01,573.08,recovery,periodic,false,false,18,102.82237279,1.5222473,298.12982165,298.1315224,1.015097059,30.16,1498.62,0
heat-trace-standard-realistic-01,574.08,recovery,periodic,false,false,18,102.82224802,1.52211346,298.12990455,298.13160745,1.015095545,30.18,1498.57,0
heat-trace-standard-realistic-01,575.08,recovery,periodic,false,false,18,102.82212334,1.5219818,298.12998765,298.13169638,1.015094032,30.15,1498.63,0
heat-trace-standard-realistic-01,576.08,recovery,periodic,false,false,18,102.8219988,1.52185215,298.13007112,298.13178925,1.015092518,30.15,1498.63,0
heat-trace-standard-realistic-01,577.08,recovery,periodic,false,false,18,102.82187446,1.52172432,298.13015514,298.13188609,1.015091004,30.14,1498.63,0
heat-trace-standard-realistic-01,578.08,recovery,periodic,false,false,18,102.82175038,1.52159812,298.13023987,298.13198694,1.015089491,30.14,1498.63,0
heat-trace-standard-realistic-01,579.08,recovery,periodic,false,false,18,102.82162661,1.52147335,298.13032548,298.13209178,1.015087978,30.17,1498.57,0
heat-trace-standard-realistic-01,580.08,recovery,periodic,false,false,18,102.82150321,1.52134977,298.1304121,298.13220062,1.015086464,30.14,1498.63,0
heat-trace-standard-realistic-01,581.08,recovery,periodic,false,false,18,102.82138022,1.52122718,298.13049989,298.13231342,1.015084951,30.14,1498.63,0
heat-trace-standard-realistic-01,582.08,recovery,periodic,false,false,18,102.8212577,1.52110532,298.13058898,298.13243016,1.015083438,30.13,1498.63,0
heat-trace-standard-realistic-01,583.08,recovery,periodic,false,false,18,102.82113567,1.52098396,298.13067949,298.13255076,1.015081925,30.13,1498.63,0
heat-trace-standard-realistic-01,584.08,recovery,periodic,false,false,18,102.82101419,1.52086287,298.13077155,298.13267517,1.015080413,30.16,1498.57,0
heat-trace-standard-realistic-01,585.08,recovery,periodic,false,false,18,102.8208933,1.52074179,298.13086525,298.13280331,1.0150789,30.12,1498.63,0
heat-trace-standard-realistic-01,586.08,recovery,periodic,false,false,18,102.82077301,1.5206205,298.1309607,298.13293507,1.015077388,30.12,1498.63,0
heat-trace-standard-realistic-01,587.08,recovery,periodic,false,false,18,102.82065338,1.52049876,298.13105799,298.13307036,1.015075875,30.11,1498.63,0
