seed,seed_index,window_index,end_time_s,duration_s,wall_momentum_pressure,ideal_reference_pressure,relative_gap_percent
hard-sphere-seed-01,1,1,10.1,0.1,0,0.0579704552,-100
hard-sphere-seed-01,1,2,10.2,0.1,0.076120711,0.0571994291,33.07949423
hard-sphere-seed-01,1,3,10.3,0.1,0.0566105347,0.0571338854,-0.91600749
hard-sphere-seed-01,1,4,10.4,0.1,0.0872664071,0.0559686731,55.92009287
hard-sphere-seed-01,1,5,10.5,0.1,0.0614169414,0.0556256078,10.41127245
hard-sphere-seed-01,1,6,10.6,0.1,0.0158646157,0.0556902085,-71.5127378
hard-sphere-seed-01,1,7,10.7,0.1,0.0065752377,0.0559476968,-88.24752743
hard-sphere-seed-01,1,8,10.8,0.1,0.0560915314,0.0563058489,-0.38063091
hard-sphere-seed-01,1,9,10.9,0.1,0.0583596914,0.0540582678,7.95701334
hard-sphere-seed-01,1,10,11,0.1,0.1172319901,0.0524620764,123.46044668
hard-sphere-seed-01,1,11,11.1,0.1,0.0198112132,0.0528662584,-62.52578894
hard-sphere-seed-01,1,12,11.2,0.1,0.0645538312,0.0517088555,24.84095917
hard-sphere-seed-01,1,13,11.3,0.1,0.0425102049,0.0541134666,-21.442466
hard-sphere-seed-01,1,14,11.4,0.1,0.0095076275,0.0548224,-82.65740381
hard-sphere-seed-01,1,15,11.5,0.1,0.1260046403,0.0550837785,128.75090218
hard-sphere-seed-01,1,16,11.6,0.1,0.0167594601,0.0573299156,-70.76664085
hard-sphere-seed-01,1,17,11.7,0.1,0.05587552,0.0576313476,-3.04665366
hard-sphere-seed-01,1,18,11.8,0.1,0.0312334304,0.0571967848,-45.39303122
hard-sphere-seed-01,1,19,11.9,0.1,0.1003883305,0.0578747366,73.45794796
hard-sphere-seed-01,1,20,12,0.1,0.0716366678,0.0571400755,25.37027152
hard-sphere-seed-01,1,21,12.1,0.1,0.0560967571,0.0564396447,-0.60752966
hard-sphere-seed-01,1,22,12.2,0.1,0.006854569,0.0557339604,-87.70127058
hard-sphere-seed-01,1,23,12.3,0.1,0.1022271871,0.0558923953,82.89999306
hard-sphere-seed-01,1,24,12.4,0.1,0.0632480433,0.0579334769,9.17356704
hard-sphere-seed-01,1,25,12.5,0.1,0.0274698681,0.0601171507,-54.30610431
hard-sphere-seed-01,1,26,12.6,0.1,0.1492968045,0.0618004766,141.57872685
hard-sphere-seed-01,1,27,12.7,0.1,0,0.0598266374,-100
hard-sphere-seed-01,1,28,12.8,0.1,0.0230868431,0.0606164839,-61.91325919
hard-sphere-seed-01,1,29,12.9,0.1,0.0413081664,0.0613061509,-32.61986633
hard-sphere-seed-01,1,30,13,0.1,0.0518253397,0.0596626431,-13.13603131
hard-sphere-seed-01,1,31,13.1,0.1,0.1444220706,0.0592924086,143.57598887
hard-sphere-seed-01,1,32,13.2,0.1,0.0280616866,0.061591581,-54.43908711
hard-sphere-seed-01,1,33,13.3,0.1,0.0570080211,0.0617391707,-7.66312469
hard-sphere-seed-01,1,34,13.4,0.1,0.0716781123,0.0630080021,13.76033185
hard-sphere-seed-01,1,35,13.5,0.1,0.0963418279,0.0626406678,53.80076756
hard-sphere-seed-01,1,36,13.6,0.1,0.0516298719,0.0637448915,-19.00547536
hard-sphere-seed-01,1,37,13.7,0.1,0.0803231027,0.0614501081,30.71271172
hard-sphere-seed-01,1,38,13.8,0.1,0.0337376952,0.0604681606,-44.2058516
hard-sphere-seed-01,1,39,13.9,0.1,0.1208107079,0.0605984573,99.36267909
hard-sphere-seed-01,1,40,14,0.1,0.0597398296,0.0607876208,-1.72369175
hard-sphere-seed-01,1,41,14.1,0.1,0.0453750459,0.0616268887,-26.37135052
hard-sphere-seed-01,1,42,14.2,0.1,0.0871217493,0.0617132855,41.17178918
hard-sphere-seed-01,1,43,14.3,0.1,0.0941180319,0.0595248511,58.11552675
hard-sphere-seed-01,1,44,14.4,0.1,0.074465247,0.0589321816,26.35752655
hard-sphere-seed-01,1,45,14.5,0.1,0.0470484615,0.0604996394,-22.23348447
hard-sphere-seed-01,1,46,14.6,0.1,0.0108066318,0.0625963151,-82.73599364
hard-sphere-seed-01,1,47,14.7,0.1,0.0820166249,0.0632563905,29.65745325
hard-sphere-seed-01,1,48,14.8,0.1,0.0536005161,0.0642659798,-16.59581597
hard-sphere-seed-01,1,49,14.9,0.1,0.065189899,0.0642347312,1.48699591
hard-sphere-seed-01,1,50,15,0.1,0.0416932561,0.0626196092,-33.418211
hard-sphere-seed-01,1,51,15.1,0.1,0.0911818669,0.0603812559,51.01021936
hard-sphere-seed-01,1,52,15.2,0.1,0.0074821249,0.059460463,-87.41663862
hard-sphere-seed-01,1,53,15.3,0.1,0.0289441387,0.0593250131,-51.21090214
hard-sphere-seed-01,1,54,15.4,0.1,0.055101156,0.0612274529,-10.00580062
hard-sphere-seed-01,1,55,15.5,0.1,0.0066830064,0.0608005228,-89.00830766
hard-sphere-seed-01,1,56,15.6,0.1,0.076224782,0.0608901808,25.18402971
hard-sphere-seed-01,1,57,15.7,0.1,0.0944673782,0.0606902332,55.65499286
hard-sphere-seed-01,1,58,15.8,0.1,0.0406028753,0.0612622348,-33.72283026
hard-sphere-seed-01,1,59,15.9,0.1,0.09266231,0.0606140901,52.87255803
hard-sphere-seed-01,1,60,16,0.1,0.014596603,0.0601008721,-75.7131594
hard-sphere-seed-01,1,61,16.1,0.1,0.1228526155,0.0602025865,104.06534453
hard-sphere-seed-01,1,62,16.2,0.1,0.0079567105,0.0580920432,-86.30326968
hard-sphere-seed-01,1,63,16.3,0.1,0.0774503502,0.0571325951,35.56245787
hard-sphere-seed-01,1,64,16.4,0.1,0.0145202173,0.0584149354,-75.1429712
hard-sphere-seed-01,1,65,16.5,0.1,0.0667597165,0.0566948671,17.75266411
hard-sphere-seed-01,1,66,16.6,0.1,0.1177626765,0.0551364653,113.58401519
hard-sphere-seed-01,1,67,16.7,0.1,0.1126177478,0.0536047719,110.08903466
hard-sphere-seed-01,1,68,16.8,0.1,0.0451773371,0.0543409312,-16.86315243
hard-sphere-seed-01,1,69,16.9,0.1,0.1001149012,0.0548981799,82.3647003
hard-sphere-seed-01,1,70,17,0.1,0.0789919381,0.0539494678,46.41838236
hard-sphere-seed-01,1,71,17.1,0.1,0,0.0555421521,-100
hard-sphere-seed-01,1,72,17.2,0.1,0.0377915829,0.054424881,-30.56193733
hard-sphere-seed-01,1,73,17.3,0.1,0.0639349747,0.0539268776,18.55864374
hard-sphere-seed-01,1,74,17.4,0.1,0.0427045574,0.0523405313,-18.41015688
hard-sphere-seed-01,1,75,17.5,0.1,0.0815360792,0.0534610723,52.51485939
hard-sphere-seed-01,1,76,17.6,0.1,0.047806785,0.0541580191,-11.72722751
hard-sphere-seed-01,1,77,17.7,0.1,0.0508493625,0.0578059825,-12.03442905
hard-sphere-seed-01,1,78,17.8,0.1,0.0110008818,0.0579553605,-81.01835332
hard-sphere-seed-01,1,79,17.9,0.1,0.101521685,0.0616649095,64.63445066
hard-sphere-seed-01,1,80,18,0.1,0,0.064476331,-100
hard-sphere-seed-01,1,81,18.1,0.1,0.090657234,0.0638021762,42.09113152
hard-sphere-seed-01,1,82,18.2,0.1,0.0604770724,0.0629191726,-3.88132924
hard-sphere-seed-01,1,83,18.3,0.1,0.0352760579,0.0628535967,-43.87583254
hard-sphere-seed-01,1,84,18.4,0.1,0.0809225688,0.0612310653,32.15933514
hard-sphere-seed-01,1,85,18.5,0.1,0.0330529317,0.0607456125,-45.58795224
hard-sphere-seed-01,1,86,18.6,0.1,0.0526472032,0.0570379932,-7.6980092
hard-sphere-seed-01,1,87,18.7,0.1,0.0405484764,0.0593536103,-31.68321818
hard-sphere-seed-01,1,88,18.8,0.1,0.0141838243,0.0574947924,-75.33024517
hard-sphere-seed-01,1,89,18.9,0.1,0.0262412452,0.0560991764,-53.2234752
hard-sphere-seed-01,1,90,19,0.1,0.1158747592,0.0560866378,106.59958191
hard-sphere-seed-01,1,91,19.1,0.1,0.0554825716,0.0570373375,-2.72587378
hard-sphere-seed-01,1,92,19.2,0.1,0.0599118647,0.0567580684,5.55656043
hard-sphere-seed-01,1,93,19.3,0.1,0.059936354,0.0573498175,4.5101042
hard-sphere-seed-01,1,94,19.4,0.1,0.0672945082,0.0577013202,16.6255954
hard-sphere-seed-01,1,95,19.5,0.1,0.0360314621,0.0591453351,-39.07979038
hard-sphere-seed-01,1,96,19.6,0.1,0,0.059174788,-100
hard-sphere-seed-01,1,97,19.7,0.1,0.0342492002,0.0601939802,-43.10195124
hard-sphere-seed-01,1,98,19.8,0.1,0.0641069039,0.0594022028,7.92007843
hard-sphere-seed-01,1,99,19.9,0.1,0.0319349677,0.0598545694,-46.64573145
hard-sphere-seed-01,1,100,20,0.1,0.1215287841,0.0595317939,104.14097439
hard-sphere-seed-01,1,101,20.1,0.1,0.1016010277,0.0592236963,71.55468845
hard-sphere-seed-01,1,102,20.2,0.1,0.0585179364,0.0594715675,-1.60350751
hard-sphere-seed-01,1,103,20.3,0.1,0.1310956321,0.0583415705,124.70363912
hard-sphere-seed-01,1,104,20.4,0.1,0.1083327489,0.0585692908,84.9651028
hard-sphere-seed-01,1,105,20.5,0.1,0.0585483131,0.0602511735,-2.82626918
hard-sphere-seed-01,1,106,20.6,0.1,0.054451112,0.0589135409,-7.57453863
hard-sphere-seed-01,1,107,20.7,0.1,0.0379548689,0.0592200441,-35.90874599
hard-sphere-seed-01,1,108,20.8,0.1,0.0478039732,0.0607454939,-21.30449502
hard-sphere-seed-01,1,109,20.9,0.1,0.0300624925,0.0609840103,-50.70430366
hard-sphere-seed-01,1,110,21,0.1,0.0668175741,0.0601542268,11.0771058
hard-sphere-seed-01,1,111,21.1,0.1,0.0223380796,0.0602445905,-62.92102016
hard-sphere-seed-01,1,112,21.2,0.1,0.0968785759,0.0618931371,56.52555419
hard-sphere-seed-01,1,113,21.3,0.1,0.094006697,0.0629093269,49.4320504
hard-sphere-seed-01,1,114,21.4,0.1,0.0593126915,0.0617966734,-4.01960466
hard-sphere-seed-01,1,115,21.5,0.1,0.0908890011,0.0624025113,45.64958884
hard-sphere-seed-01,1,116,21.6,0.1,0.0436897785,0.0624225321,-30.00960225
hard-sphere-seed-01,1,117,21.7,0.1,0.0920201263,0.0618802049,48.70688694
hard-sphere-seed-01,1,118,21.8,0.1,0.0131544617,0.0599111288,-78.04337525
hard-sphere-seed-01,1,119,21.9,0.1,0,0.0593794269,-100
hard-sphere-seed-01,1,120,22,0.1,0.0112212418,0.0595831766,-81.16709712
hard-sphere-seed-01,1,121,22.1,0.1,0,0.0597692517,-100
hard-sphere-seed-01,1,122,22.2,0.1,0.0280802277,0.0601701424,-53.33195735
hard-sphere-seed-01,1,123,22.3,0.1,0.07205827,0.0615507407,17.07132886
hard-sphere-seed-01,1,124,22.4,0.1,0.128717516,0.0597598942,115.39113765
hard-sphere-seed-01,1,125,22.5,0.1,0.0545372988,0.0559291795,-2.48864852
hard-sphere-seed-01,1,126,22.6,0.1,0.0939237373,0.0558513519,68.16734789
hard-sphere-seed-01,1,127,22.7,0.1,0.1102075353,0.0562749207,95.83774436
hard-sphere-seed-01,1,128,22.8,0.1,0.0214933027,0.0567920754,-62.15439827
hard-sphere-seed-01,1,129,22.9,0.1,0.0351386065,0.0578017139,-39.20836583
hard-sphere-seed-01,1,130,23,0.1,0.0686296676,0.0597821681,14.79956275
hard-sphere-seed-01,1,131,23.1,0.1,0.0385547468,0.0595934135,-35.30367782
hard-sphere-seed-01,1,132,23.2,0.1,0.1167201134,0.0604491696,93.08803463
hard-sphere-seed-01,1,133,23.3,0.1,0.0371135337,0.0613753677,-39.53024629
hard-sphere-seed-01,1,134,23.4,0.1,0.0058023836,0.0597143108,-90.28309372
hard-sphere-seed-01,1,135,23.5,0.1,0.0811419514,0.0571436208,41.99651736
hard-sphere-seed-01,1,136,23.6,0.1,0.0329320994,0.0562219388,-41.42482429
hard-sphere-seed-01,1,137,23.7,0.1,0.0462597323,0.0574607099,-19.49328093
hard-sphere-seed-01,1,138,23.8,0.1,0.0732168013,0.0563017322,30.04360344
hard-sphere-seed-01,1,139,23.9,0.1,0.0199566482,0.0553667998,-63.95556854
hard-sphere-seed-01,1,140,24,0.1,0.020631838,0.0560244686,-63.17352315
hard-sphere-seed-01,1,141,24.1,0.1,0.1188905313,0.0565520438,110.23206803
hard-sphere-seed-01,1,142,24.2,0.1,0.0300519571,0.058707363,-48.81058252
hard-sphere-seed-01,1,143,24.3,0.1,0.0474925317,0.0592919208,-19.90050069
hard-sphere-seed-01,1,144,24.4,0.1,0.1094712232,0.059590608,83.70549787
hard-sphere-seed-01,1,145,24.5,0.1,0.0327547119,0.0571221259,-42.65845081
hard-sphere-seed-01,1,146,24.6,0.1,0.0230936832,0.0585256301,-60.54090627
hard-sphere-seed-01,1,147,24.7,0.1,0.1277555264,0.0594138345,115.02656318
hard-sphere-seed-01,1,148,24.8,0.1,0.0330863381,0.0613310236,-46.05285195
hard-sphere-seed-01,1,149,24.9,0.1,0.0175407441,0.061882197,-71.65461965
hard-sphere-seed-01,1,150,25,0.1,0.1326712658,0.0625923911,111.96069289
hard-sphere-seed-01,1,151,25.1,0.1,0.0548593945,0.0617864458,-11.21127983
hard-sphere-seed-01,1,152,25.2,0.1,0.1393024092,0.0577049796,141.40448573
hard-sphere-seed-01,1,153,25.3,0.1,0.0476821504,0.0577343829,-17.41117149
hard-sphere-seed-01,1,154,25.4,0.1,0.0460998075,0.0589533123,-21.80285436
hard-sphere-seed-01,1,155,25.5,0.1,0.0647581581,0.0588318377,10.07332192
hard-sphere-seed-01,1,156,25.6,0.1,0.0217880794,0.0573196304,-61.98845102
hard-sphere-seed-01,1,157,25.7,0.1,0.0564399486,0.0573471595,-1.58196309
hard-sphere-seed-01,1,158,25.8,0.1,0.0539553628,0.0597122144,-9.64099505
hard-sphere-seed-01,1,159,25.9,0.1,0.0157078557,0.0612978387,-74.37453588
hard-sphere-seed-01,1,160,26,0.1,0.0857960187,0.0600116261,42.96566232
hard-sphere-seed-01,1,161,26.1,0.1,0.0602329156,0.0619963187,-2.84436738
hard-sphere-seed-01,1,162,26.2,0.1,0,0.0633555939,-100
hard-sphere-seed-01,1,163,26.3,0.1,0.0309070232,0.0610752998,-49.39521654
hard-sphere-seed-01,1,164,26.4,0.1,0.1474657562,0.059434916,148.11300531
hard-sphere-seed-01,1,165,26.5,0.1,0.1054251,0.059547907,77.04249467
hard-sphere-seed-01,1,166,26.6,0.1,0.0265053161,0.05740096,-53.82426332
hard-sphere-seed-01,1,167,26.7,0.1,0.0347184888,0.055840639,-37.82576736
hard-sphere-seed-01,1,168,26.8,0.1,0.0441163271,0.0576630215,-23.49286246
hard-sphere-seed-01,1,169,26.9,0.1,0.078003024,0.0574861511,35.69011395
hard-sphere-seed-01,1,170,27,0.1,0.063426841,0.0566229226,12.01619076
hard-sphere-seed-01,1,171,27.1,0.1,0.0652024471,0.0568231546,14.74626431
hard-sphere-seed-01,1,172,27.2,0.1,0.0165965318,0.0565596694,-70.65659689
hard-sphere-seed-01,1,173,27.3,0.1,0.068441994,0.0548799746,24.7121459
hard-sphere-seed-01,1,174,27.4,0.1,0.0608147036,0.056461239,7.71053684
hard-sphere-seed-01,1,175,27.5,0.1,0.0145855868,0.0572575745,-74.52636285
hard-sphere-seed-01,1,176,27.6,0.1,0.1244277804,0.0582919108,113.45634182
hard-sphere-seed-01,1,177,27.7,0.1,0.0163889893,0.0572743533,-71.38511679
hard-sphere-seed-01,1,178,27.8,0.1,0.0239915505,0.0577505099,-58.45655636
hard-sphere-seed-01,1,179,27.9,0.1,0.0782105742,0.0603661362,29.56034479
hard-sphere-seed-01,1,180,28,0.1,0.1064420493,0.0633129943,68.12038436
hard-sphere-seed-01,1,181,28.1,0.1,0.0544095615,0.0642259323,-15.28412356
hard-sphere-seed-01,1,182,28.2,0.1,0.0704212703,0.0623050096,13.02665827
hard-sphere-seed-01,1,183,28.3,0.1,0.1070476467,0.0615488369,73.9231027
hard-sphere-seed-01,1,184,28.4,0.1,0.0616618239,0.0600410661,2.69941541
hard-sphere-seed-01,1,185,28.5,0.1,0.0363166004,0.0570979169,-36.39592766
hard-sphere-seed-01,1,186,28.6,0.1,0.0480526181,0.0563972289,-14.79613619
hard-sphere-seed-01,1,187,28.7,0.1,0.0597929556,0.0565168814,5.79662937
hard-sphere-seed-01,1,188,28.8,0.1,0.0369425446,0.0581821602,-36.5053748
hard-sphere-seed-01,1,189,28.9,0.1,0.0322696485,0.0565109899,-42.89668522
hard-sphere-seed-01,1,190,29,0.1,0.0766214034,0.0573485724,33.6064704
hard-sphere-seed-01,1,191,29.1,0.1,0.0418012209,0.0614203738,-31.94241868
hard-sphere-seed-01,1,192,29.2,0.1,0.0695140223,0.0606734781,14.57068977
hard-sphere-seed-01,1,193,29.3,0.1,0.0259806238,0.0595747417,-56.38986741
hard-sphere-seed-01,1,194,29.4,0.1,0.0852660445,0.0606789896,40.51988178
hard-sphere-seed-01,1,195,29.5,0.1,0.0667870338,0.0614412211,8.7006941
hard-sphere-seed-01,1,196,29.6,0.1,0.0698933024,0.0624076443,11.9947775
hard-sphere-seed-01,1,197,29.7,0.1,0.1364296645,0.0647660472,110.64997863
hard-sphere-seed-01,1,198,29.8,0.1,0.036527534,0.0627258647,-41.76639236
hard-sphere-seed-01,1,199,29.9,0.1,0.0921844317,0.0636388921,44.85549424
hard-sphere-seed-01,1,200,30,0.1,0.0095768171,0.0627161604,-84.72990532
hard-sphere-seed-01,1,201,30.1,0.1,0.0270295037,0.0605092411,-55.32995757
hard-sphere-seed-01,1,202,30.2,0.1,0.0401496369,0.05970785,-32.75651886
hard-sphere-seed-01,1,203,30.3,0.1,0.1097508567,0.0605457813,81.26920557
hard-sphere-seed-01,1,204,30.4,0.1,0.0440027977,0.0607111969,-27.52111638
hard-sphere-seed-01,1,205,30.5,0.1,0.0468462866,0.060379907,-22.41411269
hard-sphere-seed-01,1,206,30.6,0.1,0.111667758,0.0599496287,86.26930714
hard-sphere-seed-01,1,207,30.7,0.1,0.019238919,0.0593309824,-67.57357071
hard-sphere-seed-01,1,208,30.8,0.1,0.0324557746,0.0607036244,-46.53404153
hard-sphere-seed-01,1,209,30.9,0.1,0.0743889916,0.0584161359,27.34322532
hard-sphere-seed-01,1,210,31,0.1,0.0263654134,0.0577740804,-54.36463346
hard-sphere-seed-01,1,211,31.1,0.1,0.1057359032,0.0560008099,88.81138229
hard-sphere-seed-01,1,212,31.2,0.1,0.0371628048,0.0560243033,-33.66663641
hard-sphere-seed-01,1,213,31.3,0.1,0.0266037585,0.0557572795,-52.28648393
hard-sphere-seed-01,1,214,31.4,0.1,0.0687840066,0.0573601359,19.91604537
hard-sphere-seed-01,1,215,31.5,0.1,0.1493871961,0.0584095561,155.75814321
hard-sphere-seed-01,1,216,31.6,0.1,0.0332279461,0.0566955194,-41.392289
hard-sphere-seed-01,1,217,31.7,0.1,0.073751314,0.0562005142,31.22889546
hard-sphere-seed-01,1,218,31.8,0.1,0.053301977,0.0546626145,-2.48915561
hard-sphere-seed-01,1,219,31.9,0.1,0.1056126058,0.054414499,94.08908984
hard-sphere-seed-01,1,220,32,0.1,0.0838135205,0.0552619594,51.66585016
hard-sphere-seed-01,1,221,32.1,0.1,0.0744017839,0.0568188515,30.94559614
hard-sphere-seed-01,1,222,32.2,0.1,0.0968138908,0.0588605878,64.47999307
hard-sphere-seed-01,1,223,32.3,0.1,0.0406178374,0.0594871964,-31.72003404
hard-sphere-seed-01,1,224,32.4,0.1,0.047052933,0.0581970032,-19.14887295
hard-sphere-seed-01,1,225,32.5,0.1,0.0857545258,0.0556730224,54.03245969
hard-sphere-seed-01,1,226,32.6,0.1,0.0319352978,0.0605972775,-47.29912118
hard-sphere-seed-01,1,227,32.7,0.1,0.0701062132,0.0602625074,16.33471005
hard-sphere-seed-01,1,228,32.8,0.1,0.2029728267,0.0596454907,240.29869501
hard-sphere-seed-01,1,229,32.9,0.1,0.0973682277,0.0600669036,62.09962869
hard-sphere-seed-01,1,230,33,0.1,0.0880937623,0.0603624172,45.94140928
hard-sphere-seed-01,1,231,33.1,0.1,0.0390769243,0.0604630122,-35.37053004
hard-sphere-seed-01,1,232,33.2,0.1,0,0.0622768667,-100
hard-sphere-seed-01,1,233,33.3,0.1,0.127936002,0.0627759175,103.79790073
hard-sphere-seed-01,1,234,33.4,0.1,0.034918159,0.0636616495,-45.15040182
hard-sphere-seed-01,1,235,33.5,0.1,0.0231054475,0.0646439991,-64.25739772
hard-sphere-seed-01,1,236,33.6,0.1,0.0441451216,0.064127144,-31.16000669
hard-sphere-seed-01,1,237,33.7,0.1,0.1141320864,0.0636367511,79.34932936
hard-sphere-seed-01,1,238,33.8,0.1,0.0357523307,0.0651375618,-45.11257453
hard-sphere-seed-01,1,239,33.9,0.1,0.0651663602,0.0644248104,1.1510315
hard-sphere-seed-01,1,240,34,0.1,0.0361764109,0.0651171934,-44.44414909
hard-sphere-seed-01,1,241,34.1,0.1,0.1145037077,0.0653735266,75.15302262
hard-sphere-seed-01,1,242,34.2,0.1,0,0.0636036933,-100
hard-sphere-seed-01,1,243,34.3,0.1,0.0789699001,0.0642801842,22.85263493
hard-sphere-seed-01,1,244,34.4,0.1,0.0267392183,0.0618934753,-56.79800145
hard-sphere-seed-01,1,245,34.5,0.1,0.0417799667,0.0617487103,-32.33872171
hard-sphere-seed-01,1,246,34.6,0.1,0.092974037,0.0652998046,42.38026822
hard-sphere-seed-01,1,247,34.7,0.1,0.0521723244,0.0646198985,-19.26275717
hard-sphere-seed-01,1,248,34.8,0.1,0.0270938797,0.0626148923,-56.72933593
hard-sphere-seed-01,1,249,34.9,0.1,0.0765442123,0.0638679794,19.84755587
hard-sphere-seed-01,1,250,35,0.1,0.1155041274,0.0607879508,90.01154988
hard-sphere-seed-01,1,251,35.1,0.1,0.0674589767,0.0614403753,9.79584087
hard-sphere-seed-01,1,252,35.2,0.1,0.0660318702,0.0603102244,9.48702445
hard-sphere-seed-01,1,253,35.3,0.1,0.169142444,0.062704959,169.74332909
hard-sphere-seed-01,1,254,35.4,0.1,0.0624229887,0.0642174579,-2.79436348
hard-sphere-seed-01,1,255,35.5,0.1,0.0631384444,0.0633150628,-0.27895161
hard-sphere-seed-01,1,256,35.6,0.1,0.0695038561,0.0602133823,15.42925089
hard-sphere-seed-01,1,257,35.7,0.1,0.0269078868,0.0615803808,-56.3044488
hard-sphere-seed-01,1,258,35.8,0.1,0.147900863,0.0605973327,144.07157273
hard-sphere-seed-01,1,259,35.9,0.1,0.0298879075,0.0615888514,-51.4718868
hard-sphere-seed-01,1,260,36,0.1,0.1233802808,0.0658894473,87.25347671
hard-sphere-seed-01,1,261,36.1,0.1,0.0247548691,0.065730871,-62.33905197
hard-sphere-seed-01,1,262,36.2,0.1,0.043898065,0.0682876841,-35.71598515
hard-sphere-seed-01,1,263,36.3,0.1,0.0268002105,0.069282505,-61.317492
hard-sphere-seed-01,1,264,36.4,0.1,0.0631489591,0.0683597313,-7.62257565
hard-sphere-seed-01,1,265,36.5,0.1,0.1199554848,0.0675771493,77.50894495
hard-sphere-seed-01,1,266,36.6,0.1,0.019314456,0.066831212,-71.0996473
hard-sphere-seed-01,1,267,36.7,0.1,0.0286156583,0.0655549108,-56.34856652
hard-sphere-seed-01,1,268,36.8,0.1,0.0767036564,0.0667073472,14.98531971
hard-sphere-seed-01,1,269,36.9,0.1,0.0467548939,0.0661259342,-29.29416503
hard-sphere-seed-01,1,270,37,0.1,0.0686904792,0.0640092956,7.31328711
hard-sphere-seed-01,1,271,37.1,0.1,0.0344201491,0.06510122,-47.12825801
hard-sphere-seed-01,1,272,37.2,0.1,0.0929282279,0.0654805997,41.91719116
hard-sphere-seed-01,1,273,37.3,0.1,0.0236394787,0.0636254704,-62.84588777
hard-sphere-seed-01,1,274,37.4,0.1,0.0240077539,0.0626570941,-61.68390154
hard-sphere-seed-01,1,275,37.5,0.1,0.1193606412,0.0614231062,94.32530935
hard-sphere-seed-01,1,276,37.6,0.1,0.0738314489,0.0604946409,22.04626369
hard-sphere-seed-01,1,277,37.7,0.1,0.0797599484,0.063151435,26.29950266
hard-sphere-seed-01,1,278,37.8,0.1,0.0496973708,0.0630681547,-21.20053136
hard-sphere-seed-01,1,279,37.9,0.1,0.0662979246,0.062521216,6.04068317
hard-sphere-seed-01,1,280,38,0.1,0.12895738,0.0620570973,107.80440194
hard-sphere-seed-01,1,281,38.1,0.1,0.0568835261,0.0598219186,-4.9118994
hard-sphere-seed-01,1,282,38.2,0.1,0.1166926315,0.0618690566,88.61226908
hard-sphere-seed-01,1,283,38.3,0.1,0.1743119273,0.0615313391,183.28966991
hard-sphere-seed-01,1,284,38.4,0.1,0.0969887604,0.0603265994,60.77279576
hard-sphere-seed-01,1,285,38.5,0.1,0.176532655,0.0616375126,186.40457337
hard-sphere-seed-01,1,286,38.6,0.1,0.0461578626,0.0614319967,-24.863483
hard-sphere-seed-01,1,287,38.7,0.1,0.0715669281,0.0590431789,21.21117035
hard-sphere-seed-01,1,288,38.8,0.1,0.0342275503,0.058389543,-41.38068474
hard-sphere-seed-01,1,289,38.9,0.1,0.0541558607,0.0589265119,-8.09593349
hard-sphere-seed-01,1,290,39,0.1,0.0875372023,0.0580246288,50.86214954
hard-sphere-seed-01,1,291,39.1,0.1,0,0.059655977,-100
hard-sphere-seed-01,1,292,39.2,0.1,0.1284551834,0.0619450719,107.36949611
hard-sphere-seed-01,1,293,39.3,0.1,0.0719014,0.0603883674,19.06498407
hard-sphere-seed-01,1,294,39.4,0.1,0.0561439196,0.0588252832,-4.55818235
hard-sphere-seed-01,1,295,39.5,0.1,0.0538289915,0.0587757995,-8.4164028
hard-sphere-seed-01,1,296,39.6,0.1,0,0.0554859589,-100
hard-sphere-seed-01,1,297,39.7,0.1,0.0267180429,0.0568116268,-52.97081874
hard-sphere-seed-01,1,298,39.8,0.1,0.0573385445,0.0562421628,1.94939457
hard-sphere-seed-01,1,299,39.9,0.1,0.0402718624,0.056972486,-29.31348944
hard-sphere-seed-01,1,300,40,0.1,0.0808626308,0.0566463482,42.74994476
hard-sphere-seed-01,1,301,40.1,0.1,0.0396627839,0.0551696697,-28.10762845
hard-sphere-seed-01,1,302,40.2,0.1,0.0256397138,0.0568159414,-54.8723243
hard-sphere-seed-01,1,303,40.3,0.1,0,0.0567120098,-100
hard-sphere-seed-01,1,304,40.4,0.1,0.0157068805,0.055536564,-71.71794683
hard-sphere-seed-01,1,305,40.5,0.1,0.0630513999,0.0568511357,10.90613964
hard-sphere-seed-01,1,306,40.6,0.1,0.0454649132,0.0606386978,-25.02326919
hard-sphere-seed-01,1,307,40.7,0.1,0.0115392945,0.0593565704,-80.55936457
hard-sphere-seed-01,1,308,40.8,0.1,0.1327819364,0.0600112131,121.26187667
hard-sphere-seed-01,1,309,40.9,0.1,0.1701043083,0.0606018958,180.69139741
hard-sphere-seed-01,1,310,41,0.1,0.1353711137,0.0609504533,122.10025753
hard-sphere-seed-01,1,311,41.1,0.1,0.0303701631,0.0594533891,-48.91769236
hard-sphere-seed-01,1,312,41.2,0.1,0.0376283144,0.0588550079,-36.06607879
hard-sphere-seed-01,1,313,41.3,0.1,0.1154887302,0.0591934817,95.10379657
hard-sphere-seed-01,1,314,41.4,0.1,0.1312761567,0.058349318,124.98318966
hard-sphere-seed-01,1,315,41.5,0.1,0.0815133197,0.0566497078,43.89009738
hard-sphere-seed-01,1,316,41.6,0.1,0.1133367664,0.0563633145,101.0825079
hard-sphere-seed-01,1,317,41.7,0.1,0.0682415748,0.0572457635,19.20807856
hard-sphere-seed-01,1,318,41.8,0.1,0.108599811,0.060039849,80.87955392
